ELCODE,SCOMNAME,SNAME,Responsibility,SeasonCode,CAT1_glbl_reg,CAT2_com_sp_com,CAT3_cons_rare_native,CAT4_datagaps,GRANK,SRANK,USESA,SPROT,PBSSTATUS,SENSITV_SP,Agency,Environment,TaxaGroup
AAAAE01040,Mudpuppy,Necturus maculosus,,y,6,3,4,6,G5,S3,,,,Y,PFBC,a,AAAA
AAAAD12390,Northern Ravine Salamander,Plethodon electromorphus,,y,6,6,3,5,G5,S2S3,,,,N,PFBC,t,AAAA
AAAAD13014,Eastern Mud Salamander,Pseudotriton montanus montanus,,y,6,6,3,6,G5T5,S1,,PE,PE,Y,PFBC,t,AAAA
AAAAA01050,Jefferson Salamander,Ambystoma jeffersonianum,,y,6,3,4,6,G4,S3,,,,Y,PFBC,t,AAAA
AAAAA01060,Blue-spotted Salamander,Ambystoma laterale,,y,4,5,2,6,G5,S1,,PE,PE,Y,PFBC,t,AAAA
AAAAA01100,Marbled Salamander,Ambystoma opacum,,y,6,3,4,6,G5,S3,,,,Y,PFBC,t,AAAA
AAAAD01010,Green Salamander,Aneides aeneus,,y,2,5,3,6,G3G4,S2,,PT,PT,Y,PFBC,t,AAAA
ARADB02011,Eastern Worm Snake,Carphophis amoenus amoenus,,y,6,6,3,6,G5T5,S2,,,,Y,PFBC,t,ARAD
ARADB06010,Kirtland's Snake,Clonophis kirtlandii,,y,3,5,2,6,G2,SH,,PE,PE,Y,PFBC,t,ARAD
ARADB17020,Eastern Hognose Snake,Heterodon platirhinos,,y,6,3,4,5,G5,S3S4,,,,Y,PFBC,t,ARAD
ARADB23010,Rough Green Snake,Opheodrys aestivus,,y,4,5,2,3,G5,S1S2,,PE,PE,Y,PFBC,t,ARAD
ARADB27040,Queen Snake,Regina septemvittata,,y,6,3,4,5,G5,S3S4,,,,Y,PFBC,a,ARAD
ARADB36120,Eastern Ribbonsnake,Thamnophis sauritus,,y,6,3,4,6,G5,S3,,,,Y,PFBC,t,ARAD
ARADB36010,Shorthead Garter Snake,Thamnophis brachystoma,,y,3,3,5,6,G4,S4,,,,Y,PFBC,t,ARAD
ARADB39023,Eastern Smooth Earth Snake,Virginia valeriae valeriae,,y,6,6,2,6,G5T5,S1,,,,Y,PFBC,t,ARAD
ARADB39022,Mountain Earth Snake,Virginia valeria pulchra,,y,2,3,4,6,G5T3T4,S3,,,,Y,PFBC,t,ARAD
ARADE01010,Copperhead,Agkistrodon contortrix,,y,6,3,4,5,G5,S3S4,,,,Y,PFBC,t,ARAD
ARADE02040,Timber Rattlesnake,Crotalus horridus,,y,3,1,4,5,G4,S3S4,,PC,DL,Y,PFBC,t,ARAD
ARADE03011,Eastern Massasauga,Sistrurus catenatus catenatus,,y,2,6,2,6,G3G4T3Q,S1,PT,PE,PE,Y,PFBC,t,ARAD
ARAAE01053,Eastern Mud Turtle,Kinosternon subrubrum subrubrum,,y,5,6,3,6,G5T5,S1,,PE,PE,Y,PFBC,t,ARAA
ARAAD02010,Spotted Turtle,Clemmys guttata,,y,4,2,3,5,G5,S3S4,,,,Y,PFBC,t,ARAA
ARAAD02020,Wood Turtle,Glyptemys insculpta,,y,2,1,4,5,G3,S3S4,,,,Y,PFBC,t,ARAA
ARAAD02040,Bog Turtle,Glyptemys muhlenbergii,,y,2,5,3,6,G3,S2,LT,PE,PE,Y,PFBC,t,ARAA
ARAAD04010,Blanding's Turtle,Emydoidea blandingii,,y,3,5,2,6,G4,S1,,PC,CR,Y,PFBC,t,ARAA
ARAAD07050,Eastern Redbelly Turtle,Pseudemys rubriventris,,y,4,5,3,4,G5,S2S3,,PT,PT,Y,PFBC,t,ARAA
ARAAD08012,Eastern Box Turtle,Terrapene carolina carolina,,y,4,1,3,5,G5T5,S3S4,,,,Y,PFBC,t,ARAA
AMACC04010,Big Brown Bat,Eptesicus fuscus,,w,4,5,3,4,G5,S2S3,,,,N,PGC,s,AM
AMACC01100,Indiana Bat,Myotis sodalis,,b,2,6,3,6,G2,S1,LE,PE,PE,Y,PGC,t,AM
AMACC01010,Little Brown Bat,Myotis lucifugus,,b,2,5,2,6,G5,S1,,,,N,PGC,t,AM
